"date","RSSI","Uptime (seconds)","Mem","Humidity (%)","Temperature (F)","Pressure","ADC0 (v)","0.3um A (particles/dL)","0.3um B (particles/dL)","0.5um A (particles/dL)","0.5um B (particles/dL)","1.0um A (particles/dL)","1.0um B (particles/dL)","2.5um A (particles/dL)","2.5um B (particles/dL)","5.0um A (particles/dL)","5.0um B (particles/dL)","10.0um A (particles/dL)","10.0um B (particles/dL)","PM1.0 A (CF=1) (ug/m3)","PM1.0 B (CF=1) (ug/m3)","PM1.0 A (CF=ATM) (ug/m3)","PM1.0 B (CF=ATM) (ug/m3)","PM2.5 A (CF=1) (ug/m3)","PM2.5 B (CF=1) (ug/m3)","PM2.5 A (CF=ATM) (ug/m3)","PM2.5 B (CF=ATM) (ug/m3)","PM10.0 A (CF=1) (ug/m3)","PM10.0 B (CF=1) (ug/m3)","PM10.0 A (CF=ATM) (ug/m3)","PM10.0 B (CF=ATM) (ug/m3)"
2023-09-26T00:00:27Z,-87,280121,16352,63.0,59.0,1015.23,0.02,430.14,512.85,337.27,405.96,44.27,60.32,0.0,0.0,0.0,0.0,0.0,0.0,1.66,2.85,1.66,2.85,6.64,8.19,6.64,8.19,8.43,11.51,8.43,11.51
2023-09-26T00:02:23Z,-88,280238,16184,63.0,59.0,1015.27,0.02,417.4,485.26,333.69,391.23,40.56,59.98,0.0,0.0,0.0,0.0,0.0,0.0,1.82,2.55,1.82,2.55,5.78,8.04,5.78,8.04,7.18,9.45,7.18,9.45
2023-09-26T00:04:23Z,-85,280358,16184,63.0,59.0,1015.23,0.02,383.35,441.6,308.13,341.69,36.46,37.38,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.78,1.17,1.78,5.24,5.24,5.24,5.24,6.33,7.69,6.33,7.69
2023-09-26T00:06:23Z,-87,280478,16184,63.0,59.0,1015.27,0.02,334.91,369.0,268.57,289.7,9.13,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.81,0.79,0.81,3.28,3.79,3.28,3.79,4.21,4.28,4.21,4.28
2023-09-26T00:08:23Z,-83,280598,16184,63.0,59.0,1015.37,0.02,337.78,394.37,263.56,297.15,9.0,26.46,0.0,0.0,0.0,0.0,0.0,0.0,0.82,1.15,0.82,1.15,3.16,4.26,3.16,4.26,3.91,5.2,3.91,5.2
2023-09-26T00:10:23Z,-82,280718,16184,63.0,59.0,1015.33,0.02,340.76,348.06,268.49,269.26,25.56,23.21,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.94,0.84,0.94,3.87,4.0,3.87,4.0,4.16,5.3,4.16,5.3
2023-09-26T00:12:23Z,-85,280838,16184,63.0,58.0,1015.35,0.02,322.96,338.2,256.59,252.65,23.61,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.04,0.67,1.04,3.59,2.76,3.59,2.76,4.33,3.91,4.33,3.91
2023-09-26T00:14:24Z,-83,280959,16184,63.0,58.0,1015.35,0.02,330.55,342.73,256.79,263.8,12.79,26.71,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.22,1.28,0.22,3.74,3.78,3.74,3.78,4.26,4.98,4.26,4.98
2023-09-26T00:16:24Z,-87,281079,16184,64.0,58.0,1015.35,0.02,332.56,350.11,262.44,267.62,19.67,11.09,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.6,0.33,0.6,3.67,3.17,3.67,3.17,4.53,4.34,4.53,4.34
2023-09-26T00:18:24Z,-83,281199,16184,64.0,58.0,1015.3,0.02,320.96,377.61,252.91,297.33,22.43,24.93,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.15,0.74,0.15,3.68,4.43,3.68,4.43,4.13,6.15,4.13,6.15
2023-09-26T00:20:24Z,-84,281319,16184,64.0,58.0,1015.34,0.02,373.6,404.05,307.02,310.11,23.72,30.05,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.86,1.89,0.86,5.66,4.89,5.66,4.89,6.11,5.93,6.11,5.93
2023-09-26T00:22:24Z,-87,281439,16184,64.0,58.0,1015.33,0.02,366.02,424.15,284.61,337.0,24.36,44.5,0.0,0.0,0.0,0.0,0.0,0.0,1.61,1.89,1.61,1.89,5.43,5.63,5.43,5.63,6.16,6.67,6.16,6.67
2023-09-26T00:24:24Z,-86,281559,16184,64.0,58.0,1015.37,0.02,383.04,440.11,314.02,342.62,25.53,29.09,0.0,0.0,0.0,0.0,0.0,0.0,1.89,2.09,1.89,2.09,5.83,5.83,5.83,5.83,6.47,7.34,6.47,7.34
2023-09-26T00:26:24Z,-82,281679,16184,64.0,58.0,1015.37,0.02,422.83,473.84,342.98,372.51,29.77,42.71,0.0,0.0,0.0,0.0,0.0,0.0,2.11,2.53,2.11,2.53,5.51,5.87,5.51,5.87,6.06,8.62,6.06,8.62
2023-09-26T00:28:24Z,-88,281799,16184,64.0,58.0,1015.41,0.02,404.0,485.07,324.89,387.82,23.26,35.16,0.0,0.0,0.0,0.0,0.0,0.0,2.15,2.67,2.15,2.67,5.96,6.27,5.96,6.27,7.2,8.38,7.2,8.38
2023-09-26T00:30:24Z,-88,281919,16184,64.0,58.0,1015.37,0.02,424.52,457.28,340.22,349.66,36.33,39.72,0.09,0.0,0.0,0.0,0.0,0.0,1.96,1.98,1.96,1.98,6.33,5.96,6.33,5.96,7.8,7.51,7.8,7.51
2023-09-26T00:32:24Z,-87,282039,16184,64.0,58.0,1015.33,0.02,401.39,451.88,322.48,350.56,26.02,36.54,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.79,1.84,1.79,5.07,6.23,5.07,6.23,5.89,7.15,5.89,7.15
2023-09-26T00:34:24Z,-88,282159,16184,64.0,58.0,1015.29,0.02,420.67,448.22,327.04,353.22,26.62,42.87,0.0,0.0,0.0,0.0,0.0,0.0,1.48,2.15,1.48,2.15,4.98,6.22,4.98,6.22,6.65,7.13,6.65,7.13
2023-09-26T00:36:24Z,-87,282279,16184,64.0,58.0,1015.31,0.02,423.5,470.93,329.76,370.73,26.48,46.55,0.0,0.0,0.0,0.0,0.0,0.0,1.83,3.0,1.83,3.0,4.93,6.82,4.93,6.82,5.67,8.25,5.67,8.25
2023-09-26T00:38:24Z,-86,282399,16184,64.0,58.0,1015.3,0.02,445.39,495.28,352.96,382.81,27.57,44.83,0.0,0.0,0.0,0.0,0.0,0.0,1.74,2.7,1.74,2.7,6.11,6.91,6.11,6.91,7.0,8.64,7.0,8.64
2023-09-26T00:40:24Z,-85,282519,16184,64.0,58.0,1015.27,0.02,468.09,495.96,369.61,383.06,43.89,47.85,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.74,2.5,2.74,5.95,7.09,5.95,7.09,7.05,7.96,7.05,7.96
2023-09-26T00:42:24Z,-86,282639,16184,64.0,58.0,1015.24,0.02,445.02,496.65,349.4,379.26,28.7,45.15,0.0,0.0,0.0,0.0,0.0,0.0,2.91,2.96,2.91,2.96,5.62,6.5,5.62,6.5,7.0,7.65,7.0,7.65
2023-09-26T00:44:24Z,-83,282759,16184,64.0,58.0,1015.28,0.02,451.79,488.32,358.19,383.82,38.49,41.18,0.0,0.0,0.0,0.0,0.0,0.0,2.57,3.34,2.57,3.34,6.98,6.43,6.98,6.43,8.62,8.16,8.62,8.16
2023-09-26T00:46:24Z,-87,282879,16184,64.0,58.0,1015.32,0.02,429.43,476.96,338.6,382.18,24.3,46.2,0.0,0.0,0.0,0.0,0.0,0.0,2.13,2.44,2.13,2.44,5.04,6.78,5.04,6.78,5.79,8.24,5.79,8.24
2023-09-26T00:48:24Z,-87,282999,16184,64.0,58.0,1015.32,0.02,433.73,463.96,342.98,375.96,33.52,44.94,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2.09,2.05,2.09,5.34,6.89,5.34,6.89,6.16,8.64,6.16,8.64
2023-09-26T00:50:24Z,-85,283119,16184,64.0,58.0,1015.27,0.02,427.83,470.46,345.3,363.48,30.5,40.04,0.0,0.0,0.0,0.0,0.0,0.0,1.89,2.54,1.89,2.54,5.37,6.15,5.37,6.15,5.93,9.0,5.93,9.0
2023-09-26T00:52:24Z,-85,283239,16184,65.0,58.0,1015.21,0.02,415.79,450.59,342.85,355.65,26.17,48.15,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.8,1.72,1.8,5.49,6.26,5.49,6.26,5.98,8.46,5.98,8.46
2023-09-26T00:54:24Z,-83,283359,16184,64.0,58.0,1015.22,0.02,389.77,438.11,310.7,348.78,25.85,34.57,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.3,1.04,1.3,4.64,5.22,4.64,5.22,5.38,8.22,5.38,8.22
2023-09-26T00:56:24Z,-84,283479,16184,64.0,58.0,1015.19,0.02,416.38,456.3,333.76,353.26,35.98,38.02,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.96,1.47,1.96,5.62,5.91,5.62,5.91,6.53,7.32,6.53,7.32
2023-09-26T00:58:24Z,-88,283599,16184,64.0,58.0,1015.23,0.02,427.11,475.91,349.36,375.74,43.76,37.98,0.0,0.0,0.0,0.0,0.0,0.0,2.11,2.74,2.11,2.74,6.29,6.6,6.29,6.6,8.24,8.28,8.24,8.28
2023-09-26T01:00:24Z,-85,283719,16184,64.0,58.0,1015.21,0.02,441.35,451.15,347.42,355.7,41.75,39.65,0.0,0.0,0.0,0.0,0.0,0.0,2.04,2.02,2.04,2.02,5.35,5.74,5.35,5.74,7.08,7.96,7.08,7.96
