"date","RSSI","Uptime (seconds)","Mem","Humidity (%)","Temperature (F)","Pressure","ADC0 (v)","0.3um A (particles/dL)","0.3um B (particles/dL)","0.5um A (particles/dL)","0.5um B (particles/dL)","1.0um A (particles/dL)","1.0um B (particles/dL)","2.5um A (particles/dL)","2.5um B (particles/dL)","5.0um A (particles/dL)","5.0um B (particles/dL)","10.0um A (particles/dL)","10.0um B (particles/dL)","PM1.0 A (CF=1) (ug/m3)","PM1.0 B (CF=1) (ug/m3)","PM1.0 A (CF=ATM) (ug/m3)","PM1.0 B (CF=ATM) (ug/m3)","PM2.5 A (CF=1) (ug/m3)","PM2.5 B (CF=1) (ug/m3)","PM2.5 A (CF=ATM) (ug/m3)","PM2.5 B (CF=ATM) (ug/m3)","PM10.0 A (CF=1) (ug/m3)","PM10.0 B (CF=1) (ug/m3)","PM10.0 A (CF=ATM) (ug/m3)","PM10.0 B (CF=ATM) (ug/m3)"
2022-10-10T00:00:23Z,-81,587733,15280,71.0,54.0,992.06,0.03,245.06,229.11,194.09,185.77,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.26,1.15,0.26,1.11,1.36,1.3,1.36,1.3
2022-10-10T00:02:22Z,-82,587852,15280,71.0,54.0,992.0,0.03,260.58,231.13,208.62,184.3,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,1.0,0.62,1.0,0.62,1.07,1.06,1.07,1.06
2022-10-10T00:04:37Z,-79,587988,16376,71.0,54.0,992.05,0.03,267.51,232.83,210.42,188.45,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.36,0.91,0.36,1.62,0.57,1.62,0.57
2022-10-10T00:06:22Z,-82,588093,15536,72.0,54.0,992.04,0.03,261.68,225.16,207.87,179.18,1.21,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,1.09,0.0,1.4,0.71,1.4,0.71
2022-10-10T00:08:22Z,-79,588212,15536,72.0,54.0,992.07,0.03,269.64,227.67,213.91,191.52,0.26,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,1.15,0.67,1.15,0.67,2.0,0.7,2.0,0.7
2022-10-10T00:10:22Z,-81,588332,15536,72.0,54.0,992.12,0.03,260.98,224.04,198.31,172.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.04,0.47,1.04,0.96,1.17,0.96,1.17
2022-10-10T00:12:22Z,-79,588452,15536,72.0,54.0,992.1,0.03,253.13,241.53,197.53,198.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,1.31,1.11,1.31,1.11
2022-10-10T00:14:22Z,-79,588572,15536,72.0,54.0,992.14,0.03,282.38,246.02,212.34,196.16,0.68,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.64,1.0,0.64,1.26,1.4,1.26,1.4
2022-10-10T00:16:22Z,-82,588692,15536,72.0,54.0,992.17,0.03,273.64,236.22,220.36,191.53,0.91,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.09,0.13,1.11,0.58,1.11,0.58,1.7,0.73,1.7,0.73
2022-10-10T00:18:22Z,-80,588812,15536,72.0,54.0,992.26,0.03,285.63,243.96,223.5,195.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.09,0.35,0.09,1.2,0.91,1.2,0.91,1.91,1.07,1.91,1.07
