"date","RSSI","Uptime (seconds)","Mem","Humidity (%)","Temperature (F)","Pressure","ADC0 (v)","0.3um A (particles/dL)","0.3um B (particles/dL)","0.5um A (particles/dL)","0.5um B (particles/dL)","1.0um A (particles/dL)","1.0um B (particles/dL)","2.5um A (particles/dL)","2.5um B (particles/dL)","5.0um A (particles/dL)","5.0um B (particles/dL)","10.0um A (particles/dL)","10.0um B (particles/dL)","PM1.0 A (CF=1) (ug/m3)","PM1.0 B (CF=1) (ug/m3)","PM1.0 A (CF=ATM) (ug/m3)","PM1.0 B (CF=ATM) (ug/m3)","PM2.5 A (CF=1) (ug/m3)","PM2.5 B (CF=1) (ug/m3)","PM2.5 A (CF=ATM) (ug/m3)","PM2.5 B (CF=ATM) (ug/m3)","PM10.0 A (CF=1) (ug/m3)","PM10.0 B (CF=1) (ug/m3)","PM10.0 A (CF=ATM) (ug/m3)","PM10.0 B (CF=ATM) (ug/m3)"
2022-09-09T00:01:37Z,-79,123649,15592,66.0,67.0,999.48,0.0,748.24,698.52,616.33,576.02,98.61,72.11,0.0,0.0,0.0,0.0,0.0,0.0,7.28,6.14,7.28,6.14,18.17,17.02,18.17,17.02,19.11,17.59,19.11,17.59
2022-09-09T00:03:37Z,-80,123769,15592,67.0,67.0,999.49,0.0,735.74,717.38,593.81,588.3,89.09,70.51,0.0,0.0,0.0,0.0,0.0,0.0,6.94,7.02,6.94,7.02,18.74,16.21,18.74,16.21,19.15,17.55,19.15,17.55
2022-09-09T00:05:36Z,-79,123888,15592,67.0,67.0,999.52,0.0,757.8,711.4,606.46,577.51,89.67,63.06,0.0,0.0,0.0,0.0,0.0,0.0,7.39,6.47,7.39,6.47,17.48,16.87,17.48,16.87,19.41,17.87,19.41,17.87
2022-09-09T00:07:36Z,-80,124008,15592,67.0,67.0,999.56,0.0,742.38,725.32,597.22,578.87,90.04,66.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,7.34,6.6,7.34,18.24,15.43,18.24,15.43,19.33,16.81,19.33,16.81
2022-09-09T00:09:36Z,-78,124128,15592,66.0,67.0,999.59,0.0,740.11,728.07,605.23,593.45,84.55,75.7,0.0,0.0,0.0,0.0,0.0,0.0,6.6,7.05,6.6,7.05,18.02,15.93,18.02,15.93,18.77,17.32,18.77,17.32
2022-09-09T00:11:36Z,-79,124248,15592,66.0,67.0,999.56,0.0,718.04,712.83,579.15,578.23,82.15,60.68,0.0,0.0,0.0,0.0,0.0,0.0,6.72,7.11,6.72,7.11,17.89,13.36,17.89,13.36,19.45,15.96,19.45,15.96
2022-09-09T00:13:36Z,-80,124368,15592,66.0,67.0,999.6,0.0,753.89,723.3,614.37,586.46,93.3,65.35,0.0,0.0,0.0,0.0,0.0,0.0,7.17,6.61,7.17,6.61,18.39,15.17,18.39,15.17,19.72,17.26,19.72,17.26
2022-09-09T00:15:37Z,-77,124489,15592,66.0,67.0,999.56,0.0,726.89,712.65,592.2,584.07,86.98,75.15,0.0,0.0,0.0,0.0,0.0,0.0,6.38,7.04,6.38,7.04,17.02,16.11,17.02,16.11,18.27,18.02,18.27,18.02
2022-09-09T00:17:37Z,-78,124609,15592,66.0,67.0,999.58,0.0,714.43,719.47,582.85,589.07,100.17,66.29,0.0,0.0,0.0,0.0,0.0,0.0,6.32,6.69,6.32,6.69,17.94,14.6,17.94,14.6,19.36,17.58,19.36,17.58
2022-09-09T00:19:36Z,-79,124728,15592,66.0,67.0,999.57,0.0,760.5,714.98,606.28,572.27,102.7,70.59,0.0,0.0,0.0,0.0,0.0,0.0,7.04,6.75,7.04,6.75,19.2,15.23,19.2,15.23,20.39,17.82,20.39,17.82
