"date","RSSI","Uptime (seconds)","Mem","Humidity (%)","Temperature (F)","Pressure","ADC0 (v)","0.3um A (particles/dL)","0.3um B (particles/dL)","0.5um A (particles/dL)","0.5um B (particles/dL)","1.0um A (particles/dL)","1.0um B (particles/dL)","2.5um A (particles/dL)","2.5um B (particles/dL)","5.0um A (particles/dL)","5.0um B (particles/dL)","10.0um A (particles/dL)","10.0um B (particles/dL)","PM1.0 A (CF=1) (ug/m3)","PM1.0 B (CF=1) (ug/m3)","PM1.0 A (CF=ATM) (ug/m3)","PM1.0 B (CF=ATM) (ug/m3)","PM2.5 A (CF=1) (ug/m3)","PM2.5 B (CF=1) (ug/m3)","PM2.5 A (CF=ATM) (ug/m3)","PM2.5 B (CF=ATM) (ug/m3)","PM10.0 A (CF=1) (ug/m3)","PM10.0 B (CF=1) (ug/m3)","PM10.0 A (CF=ATM) (ug/m3)","PM10.0 B (CF=ATM) (ug/m3)"
2022-04-30T00:01:17Z,-71,495829,14584,None,None,None,0.01,1759.71,1735.43,1498.98,1434.57,302.65,256.75,0.08,0.09,0.0,0.0,0.0,0.0,28.77,26.55,25.08,22.66,43.15,38.09,36.79,33.55,47.08,40.45,45.35,39.86
2022-04-30T00:03:17Z,-72,495949,14584,None,None,None,0.01,1734.11,1667.13,1483.5,1388.13,277.57,254.53,0.09,0.44,0.0,0.0,0.0,0.0,29.28,25.96,25.41,22.02,42.37,36.73,36.37,32.73,45.37,39.73,44.2,39.31
2022-04-30T00:05:16Z,-70,496069,14840,None,None,None,0.01,1732.02,1703.47,1448.41,1408.32,282.76,255.34,0.0,0.17,0.0,0.0,0.0,0.0,28.0,26.11,24.65,22.21,42.24,37.15,36.26,33.04,45.57,40.02,44.39,39.72
2022-04-30T00:07:16Z,-70,496189,14584,None,None,None,0.01,1647.89,1634.72,1397.38,1368.28,281.67,256.07,0.0,0.0,0.0,0.0,0.0,0.0,27.02,25.0,23.69,21.09,40.18,36.07,35.11,32.33,42.58,38.61,42.04,38.52
2022-04-30T00:09:16Z,-72,496309,14416,None,None,None,0.01,1650.47,1631.96,1408.66,1356.93,284.87,244.6,0.0,0.0,0.0,0.0,0.0,0.0,26.96,24.69,23.47,21.09,40.68,36.0,35.32,32.16,44.17,38.49,43.51,38.29
2022-04-30T00:11:16Z,-71,496429,14416,None,None,None,0.01,1648.37,1626.65,1384.67,1350.76,267.28,248.76,0.28,0.0,0.0,0.0,0.0,0.0,27.95,24.43,24.14,21.04,39.14,36.07,34.33,32.2,41.44,38.07,41.44,38.02
2022-04-30T00:13:16Z,-70,496549,14584,None,None,None,0.01,1618.22,1631.49,1367.67,1358.66,277.2,256.55,0.0,1.38,0.0,0.0,0.0,0.0,26.98,25.43,23.15,21.43,40.13,36.51,35.13,32.57,42.89,39.57,42.48,39.26
2022-04-30T00:15:16Z,-69,496669,14584,None,None,None,0.01,1637.06,1617.22,1387.74,1361.22,281.72,243.22,0.17,0.0,0.0,0.0,0.0,0.0,27.45,24.98,23.66,21.26,40.77,36.46,35.47,32.59,43.68,38.41,42.91,38.3
2022-04-30T00:17:19Z,-68,496792,14616,None,None,None,0.01,1623.94,1602.07,1373.38,1335.93,269.49,244.52,0.0,0.78,0.0,0.0,0.0,0.0,26.87,24.35,23.19,21.07,39.36,35.39,34.62,31.72,42.79,37.76,42.49,37.76
2022-04-30T00:19:16Z,-69,496909,14536,None,None,None,0.01,1640.18,1635.04,1388.84,1358.39,289.55,256.37,0.0,0.0,0.0,0.0,0.0,0.0,27.75,25.22,23.75,21.57,40.91,36.41,35.5,32.57,44.07,38.98,43.32,38.87
2022-04-30T00:21:16Z,-70,497029,14280,None,None,None,0.01,1698.28,1678.76,1428.2,1416.63,281.5,268.22,0.17,0.0,0.0,0.0,0.0,0.0,28.0,25.57,24.7,22.11,41.59,37.76,35.93,33.13,43.02,39.59,42.63,39.43
2022-04-30T00:23:16Z,-68,497149,14280,None,None,None,0.01,1707.69,1710.29,1440.69,1442.84,293.04,269.36,0.0,0.0,0.0,0.0,0.0,0.0,27.54,25.8,24.23,22.42,41.71,38.73,36.12,33.27,45.75,40.96,44.4,40.33
2022-04-30T00:25:17Z,-70,497270,14280,None,None,None,0.01,1739.67,1702.4,1474.7,1417.15,300.5,262.3,0.0,0.0,0.0,0.0,0.0,0.0,29.13,24.96,25.07,21.6,43.39,38.28,36.93,33.17,46.26,40.68,44.74,40.04
2022-04-30T00:27:18Z,-67,497389,14280,None,None,None,0.01,1739.67,1693.83,1462.16,1420.59,299.0,253.85,0.0,0.0,0.0,0.0,0.0,0.0,28.53,25.07,24.93,21.89,43.2,38.24,36.82,33.2,46.18,39.96,44.91,39.61
2022-04-30T00:29:16Z,-68,497509,14280,None,None,None,0.01,1726.41,1683.04,1461.52,1401.4,290.59,265.06,0.0,0.26,0.0,0.0,0.0,0.0,28.74,25.23,24.72,22.0,41.59,37.23,35.89,33.21,44.22,39.53,43.39,39.43
2022-04-30T00:31:18Z,-72,497629,14280,None,None,None,0.01,1768.06,1730.09,1492.85,1431.29,294.98,269.67,0.0,0.0,0.0,0.0,0.0,0.0,29.06,25.62,24.72,22.44,42.21,39.64,36.4,34.22,45.21,41.38,44.19,40.56
2022-04-30T00:33:18Z,-68,497751,14280,None,None,None,0.01,1755.91,1704.41,1495.17,1420.28,313.28,268.67,0.0,0.0,0.0,0.0,0.0,0.0,27.96,25.61,24.17,22.57,44.15,38.35,37.43,33.52,48.38,40.41,46.57,39.93
2022-04-30T00:35:16Z,-66,497869,14280,None,None,None,0.01,1759.15,1681.74,1486.87,1395.78,294.43,262.76,0.0,0.0,0.0,0.0,0.0,0.0,28.22,25.0,24.33,21.59,43.09,37.48,36.65,33.28,46.28,39.04,44.85,38.87
2022-04-30T00:37:17Z,-66,497989,14280,None,None,None,0.01,1688.3,1625.04,1448.07,1350.74,291.73,252.7,0.09,0.17,0.0,0.0,0.0,0.0,27.5,24.89,24.36,21.66,42.09,36.26,36.25,32.3,46.73,38.87,45.18,38.6
2022-04-30T00:39:17Z,-68,498109,14280,None,None,None,0.01,1687.75,1651.85,1437.85,1390.93,297.4,276.74,0.33,0.0,0.0,0.0,0.0,0.0,27.92,25.15,23.92,22.0,42.1,37.8,36.23,33.04,44.9,40.22,43.98,39.83
2022-04-30T00:41:16Z,-68,498229,14280,None,None,None,0.01,1697.4,1655.83,1430.11,1383.37,289.26,272.72,0.0,0.0,0.0,0.0,0.0,0.0,27.79,24.76,23.87,21.5,42.26,37.54,36.38,32.87,44.45,40.61,43.72,40.13
2022-04-30T00:43:16Z,-68,498349,14584,None,None,None,0.01,1658.93,1665.0,1395.2,1383.65,281.38,264.81,0.0,0.0,0.0,0.0,0.0,0.0,25.49,24.42,22.56,21.31,40.98,37.06,35.67,32.75,44.31,39.1,43.73,38.9
2022-04-30T00:45:16Z,-68,498469,14584,None,None,None,0.01,1678.93,1619.15,1420.58,1350.46,288.16,245.89,0.0,0.0,0.0,0.0,0.0,0.0,27.31,24.43,23.24,21.17,41.02,35.48,35.6,31.96,44.22,37.78,43.6,37.78
2022-04-30T00:47:20Z,-67,498592,14920,None,None,None,0.01,1643.98,1601.24,1386.06,1347.47,282.51,278.64,0.0,0.0,0.0,0.0,0.0,0.0,26.64,24.69,22.79,21.51,41.02,36.84,35.6,32.64,43.74,38.31,43.13,38.31
2022-04-30T00:49:16Z,-71,498709,14840,None,None,None,0.01,1716.09,1650.42,1460.26,1385.78,301.49,262.96,0.34,0.0,0.0,0.0,0.0,0.0,28.11,24.4,23.87,21.36,44.06,36.64,37.26,32.4,45.91,39.53,44.85,39.22
2022-04-30T00:51:17Z,-71,498829,14840,None,None,None,0.01,1720.11,1703.76,1462.58,1418.3,299.73,263.43,0.0,0.26,0.0,0.0,0.0,0.0,28.36,25.65,24.0,22.54,42.8,38.87,36.8,33.22,46.07,40.98,44.53,40.26
2022-04-30T00:53:17Z,-72,498949,14584,None,None,None,0.01,1721.91,1676.63,1463.66,1413.07,301.59,270.43,0.09,0.0,0.0,0.0,0.0,0.0,27.89,25.65,23.75,22.46,43.52,37.17,37.11,32.54,47.86,40.43,45.77,40.0
2022-04-30T00:55:22Z,-68,499074,15256,None,None,None,0.01,1740.78,1706.89,1490.83,1433.09,308.09,284.41,0.26,0.07,0.0,0.0,0.0,0.0,29.09,25.54,24.35,22.46,42.72,38.65,36.78,33.13,46.72,40.85,45.15,40.15
2022-04-30T00:57:16Z,-68,499189,14584,None,None,None,0.01,1756.79,1691.18,1496.56,1424.64,310.79,277.64,0.0,0.09,0.0,0.0,0.0,0.0,29.19,24.68,24.44,21.68,43.31,39.16,37.02,33.3,47.0,41.36,45.27,40.57
2022-04-30T00:59:16Z,-72,499309,14584,None,None,None,0.01,1717.55,1667.96,1451.91,1391.53,308.66,267.89,0.0,0.0,0.0,0.0,0.0,0.0,27.83,24.45,23.66,21.45,41.77,37.7,36.13,32.66,45.96,39.43,44.53,39.36
2022-04-30T01:01:16Z,-71,499429,14584,None,None,None,0.01,1661.36,1624.55,1415.77,1351.17,299.23,260.96,0.0,0.0,0.0,0.0,0.0,0.0,27.07,24.06,22.93,21.11,41.84,36.51,36.18,31.91,44.55,38.6,43.93,38.6
2022-04-30T01:03:16Z,-71,499549,14584,None,None,None,0.01,1650.74,1627.46,1398.93,1360.62,280.46,258.06,0.17,0.0,0.0,0.0,0.0,0.0,26.39,23.65,22.54,20.94,41.85,36.73,36.07,31.98,44.26,38.25,43.5,38.15
2022-04-30T01:05:16Z,-65,499669,14584,None,None,None,0.01,1681.81,1625.69,1434.19,1361.98,289.83,239.73,0.0,0.27,0.0,0.0,0.0,0.0,27.43,23.33,23.19,21.0,42.11,36.31,36.4,31.76,44.51,37.71,43.68,37.71
2022-04-30T01:07:16Z,-68,499789,14584,None,None,None,0.01,1675.09,1621.24,1420.83,1363.26,296.11,250.3,0.0,0.0,0.0,0.0,0.0,0.0,27.64,24.17,23.43,21.57,41.81,35.93,36.38,31.59,44.74,37.89,43.72,37.67
2022-04-30T01:09:17Z,-68,499909,14416,None,None,None,0.01,1658.33,1584.44,1409.8,1340.91,293.8,261.09,0.0,0.0,0.0,0.0,0.0,0.0,27.29,23.56,23.27,20.98,40.31,36.18,35.6,31.49,44.09,38.29,43.13,38.13
2022-04-30T01:11:17Z,-69,500029,14416,None,None,None,0.01,1626.08,1547.91,1382.51,1304.32,274.78,253.43,0.0,0.0,0.0,0.0,0.0,0.0,26.84,23.36,22.92,20.73,39.61,34.89,35.12,30.95,43.69,36.7,42.8,36.7
2022-04-30T01:13:17Z,-67,500149,14584,None,None,None,0.01,1606.57,1542.55,1353.76,1305.21,279.24,255.47,0.0,0.0,0.0,0.0,0.0,0.0,26.24,22.74,22.57,20.34,39.17,35.79,34.63,31.26,41.43,37.47,41.3,37.47
2022-04-30T01:15:17Z,-69,500269,14584,None,None,None,0.01,1587.49,1530.46,1344.27,1283.61,264.62,239.07,0.0,0.0,0.0,0.0,0.0,0.0,25.64,22.74,22.09,20.48,38.49,34.35,33.91,30.59,41.42,36.8,41.29,36.8
2022-04-30T01:17:17Z,-68,500389,14584,None,None,None,0.01,1533.7,1534.37,1291.13,1294.8,245.3,251.59,0.0,0.0,0.0,0.0,0.0,0.0,25.21,22.52,21.96,20.26,37.79,34.5,33.7,30.43,40.49,36.24,40.49,36.07
2022-04-30T01:19:17Z,-70,500509,14840,None,None,None,0.01,1512.59,1476.71,1270.46,1215.22,249.33,249.58,0.0,0.0,0.0,0.0,0.0,0.0,25.09,21.8,21.72,19.73,36.96,33.07,33.2,30.0,39.83,35.64,39.83,35.64
2022-04-30T01:21:17Z,-69,500629,14584,None,None,None,0.01,1469.22,1435.17,1250.46,1192.65,253.11,230.61,0.0,0.0,0.0,0.0,0.0,0.0,24.39,20.87,21.59,19.13,36.65,31.98,32.96,29.52,37.85,33.98,37.85,33.98
2022-04-30T01:23:17Z,-69,500749,14584,None,None,None,0.01,1446.36,1422.85,1211.82,1190.87,250.91,228.5,0.0,0.7,0.0,0.0,0.0,0.0,23.68,21.8,21.18,19.8,35.14,31.7,31.89,29.37,37.39,35.41,37.39,35.33
2022-04-30T01:25:17Z,-69,500869,14584,None,None,None,0.01,1435.35,1399.35,1228.65,1167.91,250.48,211.22,0.0,0.0,0.0,0.0,0.0,0.0,23.5,21.48,21.07,19.48,36.41,30.48,33.0,28.83,38.5,31.57,38.48,31.57
2022-04-30T01:27:17Z,-70,500989,14584,None,None,None,0.01,1436.42,1356.18,1223.96,1128.0,241.33,220.13,0.1,0.0,0.0,0.0,0.0,0.0,23.56,20.98,20.98,19.0,34.77,30.11,31.81,28.53,37.38,31.07,37.38,31.07
2022-04-30T01:29:17Z,-69,501109,14840,None,None,None,0.01,1453.64,1393.74,1228.45,1171.93,247.36,217.96,0.0,0.43,0.0,0.0,0.0,0.0,23.4,21.3,21.0,19.35,35.34,30.85,32.53,29.13,37.23,33.15,37.23,33.15
2022-04-30T01:31:17Z,-70,501229,14584,None,None,None,0.01,1464.23,1384.11,1234.16,1157.61,254.59,228.98,0.0,0.0,0.0,0.0,0.0,0.0,23.32,20.98,20.91,19.33,36.07,30.59,33.09,28.83,37.95,33.3,37.95,33.3
2022-04-30T01:33:17Z,-70,501349,14584,None,None,None,0.01,1449.29,1400.7,1229.67,1174.28,239.09,216.34,0.38,0.0,0.0,0.0,0.0,0.0,24.24,20.68,21.38,19.06,35.27,29.91,32.24,28.66,38.47,33.4,38.47,33.4
2022-04-30T01:35:17Z,-70,501469,14584,None,None,None,0.01,1435.96,1386.05,1218.58,1159.91,236.29,222.91,0.0,0.0,0.0,0.0,0.0,0.0,24.31,20.32,21.35,18.84,34.35,32.09,31.52,29.7,37.77,33.57,37.77,33.57
