date,id,name,lat,lon,alt
2023-08-01T12:59:28Z,132311,"SL006",53.801888,-1.667109,449
2023-08-02T04:36:32Z,132311,"SL006",53.801888,-1.667109,449
2023-08-03T04:36:53Z,132311,"SL006",53.801888,-1.667109,449
2023-08-04T04:36:36Z,132311,"SL006",53.801888,-1.667109,449
2023-08-05T04:36:32Z,132311,"SL006",53.801888,-1.667109,449
2023-08-06T04:36:26Z,132311,"SL006",53.801888,-1.667109,449
2023-08-07T04:36:20Z,132311,"SL006",53.801888,-1.667109,449
2023-08-08T04:36:53Z,132311,"SL006",53.801888,-1.667109,449
2023-08-09T04:36:16Z,132311,"SL006",53.801888,-1.667109,449
2023-08-10T04:36:13Z,132311,"SL006",53.801888,-1.667109,449
2023-08-11T04:36:52Z,132311,"SL006",53.801888,-1.667109,449
2023-08-12T04:37:01Z,132311,"SL006",53.801888,-1.667109,449
2023-08-13T04:36:28Z,132311,"SL006",53.801888,-1.667109,449
2023-08-14T04:37:08Z,132311,"SL006",53.801888,-1.667109,449
2023-08-15T04:36:27Z,132311,"SL006",53.801888,-1.667109,449
2023-08-16T04:37:15Z,132311,"SL006",53.801888,-1.667109,449
2023-08-17T04:37:54Z,132311,"SL006",53.801888,-1.667109,449
2023-08-19T04:38:11Z,132311,"SL006",53.801888,-1.667109,449
2023-08-20T04:36:28Z,132311,"SL006",53.801888,-1.667109,449
2023-08-21T04:36:29Z,132311,"SL006",53.801888,-1.667109,449
2023-08-22T04:36:18Z,132311,"SL006",53.801888,-1.667109,449
2023-08-23T04:36:26Z,132311,"SL006",53.801888,-1.667109,449
2023-08-24T04:36:15Z,132311,"SL006",53.801888,-1.667109,449
2023-08-25T04:36:16Z,132311,"SL006",53.801888,-1.667109,449
2023-08-26T04:36:18Z,132311,"SL006",53.801888,-1.667109,449
2023-08-27T04:36:14Z,132311,"SL006",53.801888,-1.667109,449
2023-08-28T04:36:40Z,132311,"SL006",53.801888,-1.667109,449
2023-08-29T04:36:53Z,132311,"SL006",53.801888,-1.667109,449
2023-08-30T04:38:26Z,132311,"SL006",53.801888,-1.667109,449
2023-08-31T04:37:07Z,132311,"SL006",53.801888,-1.667109,449
2023-09-01T04:36:16Z,132311,"SL006",53.801888,-1.667109,449
2023-09-02T04:37:12Z,132311,"SL006",53.801888,-1.667109,449
2023-09-03T04:36:28Z,132311,"SL006",53.801888,-1.667109,449
2023-09-04T04:36:14Z,132311,"SL006",53.801888,-1.667109,449
2023-09-05T04:36:15Z,132311,"SL006",53.801888,-1.667109,449
2023-09-06T04:36:36Z,132311,"SL006",53.801888,-1.667109,449
2023-09-07T04:37:24Z,132311,"SL006",53.801888,-1.667109,449
2023-09-08T04:36:15Z,132311,"SL006",53.801888,-1.667109,449
2023-09-09T04:36:25Z,132311,"SL006",53.801888,-1.667109,449
2023-09-10T04:36:51Z,132311,"SL006",53.801888,-1.667109,449
2023-09-11T04:36:48Z,132311,"SL006",53.801888,-1.667109,449
2023-09-12T04:36:38Z,132311,"SL006",53.801888,-1.667109,449
2023-09-13T04:38:04Z,132311,"SL006",53.801888,-1.667109,449
2023-09-14T04:37:16Z,132311,"SL006",53.801888,-1.667109,449
2023-09-15T04:36:41Z,132311,"SL006",53.801888,-1.667109,449
2023-09-16T04:36:40Z,132311,"SL006",53.801888,-1.667109,449
2023-09-17T04:38:39Z,132311,"SL006",53.801888,-1.667109,449
2023-09-18T04:36:39Z,132311,"SL006",53.801888,-1.667109,449
2023-09-19T04:36:43Z,132311,"SL006",53.801888,-1.667109,449
2023-09-20T04:36:31Z,132311,"SL006",53.801888,-1.667109,449
2023-09-21T04:36:30Z,132311,"SL006",53.801888,-1.667109,449
2023-09-22T04:39:00Z,132311,"SL006",53.801888,-1.667109,449
2023-09-23T04:36:50Z,132311,"SL006",53.801888,-1.667109,449
2023-09-24T04:38:22Z,132311,"SL006",53.801888,-1.667109,449
2023-09-25T04:36:12Z,132311,"SL006",53.801888,-1.667109,449
2023-09-26T04:37:18Z,132311,"SL006",53.801888,-1.667109,449
2023-09-27T04:36:45Z,132311,"SL006",53.801888,-1.667109,449
2023-09-28T04:36:43Z,132311,"SL006",53.801888,-1.667109,449
2023-09-29T04:36:42Z,132311,"SL006",53.801888,-1.667109,449
2023-09-30T04:36:47Z,132311,"SL006",53.801888,-1.667109,449
2023-10-01T04:36:30Z,132311,"SL006",53.801888,-1.667109,449
2023-10-02T04:38:36Z,132311,"SL006",53.801888,-1.667109,449
2023-10-03T04:37:06Z,132311,"SL006",53.801888,-1.667109,449
2023-10-04T04:36:08Z,132311,"SL006",53.801888,-1.667109,449
2023-10-05T04:36:20Z,132311,"SL006",53.801888,-1.667109,449
2023-10-06T04:36:25Z,132311,"SL006",53.801888,-1.667109,449
2023-10-07T04:37:39Z,132311,"SL006",53.801888,-1.667109,449
