date,id,name,lat,lon,alt
2023-08-01T12:59:07Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-02T04:35:16Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-03T04:35:31Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-04T04:35:21Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-05T04:35:11Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-06T04:35:18Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-07T04:35:10Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-08T04:35:39Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-09T04:35:04Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-10T04:35:01Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-11T04:35:27Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-12T04:35:40Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-13T04:35:16Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-14T04:36:01Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-15T04:35:18Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-16T04:35:59Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-17T04:36:35Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-18T04:35:11Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-19T04:36:37Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-20T04:35:17Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-21T04:35:15Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-22T04:35:02Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-23T04:35:14Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-24T04:35:01Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-25T04:35:01Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-26T04:35:03Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-27T04:35:01Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-28T04:35:23Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-29T04:35:36Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-30T04:37:08Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-08-31T04:35:48Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-09-01T04:35:02Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-09-02T04:35:57Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-09-03T04:35:15Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-09-04T04:35:00Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-09-05T04:35:00Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-09-06T04:35:21Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-09-07T04:35:43Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
2023-09-08T04:35:04Z,132121,"SL003 Corn Exchange Cabinet",53.796494,-1.540428,119
