"date","RSSI","Uptime (seconds)","Mem","Humidity (%)","Temperature (F)","Pressure","ADC0 (v)","0.3um A (particles/dL)","0.3um B (particles/dL)","0.5um A (particles/dL)","0.5um B (particles/dL)","1.0um A (particles/dL)","1.0um B (particles/dL)","2.5um A (particles/dL)","2.5um B (particles/dL)","5.0um A (particles/dL)","5.0um B (particles/dL)","10.0um A (particles/dL)","10.0um B (particles/dL)","PM1.0 A (CF=1) (ug/m3)","PM1.0 B (CF=1) (ug/m3)","PM1.0 A (CF=ATM) (ug/m3)","PM1.0 B (CF=ATM) (ug/m3)","PM2.5 A (CF=1) (ug/m3)","PM2.5 B (CF=1) (ug/m3)","PM2.5 A (CF=ATM) (ug/m3)","PM2.5 B (CF=ATM) (ug/m3)","PM10.0 A (CF=1) (ug/m3)","PM10.0 B (CF=1) (ug/m3)","PM10.0 A (CF=ATM) (ug/m3)","PM10.0 B (CF=ATM) (ug/m3)"
2023-06-12T00:00:47Z,-50,3750273,16552,51.0,75.0,1014.04,0.01,1908.92,1669.59,1472.21,1358.89,263.42,229.64,0.0,0.0,0.0,0.0,0.0,0.0,28.44,27.55,24.44,23.64,41.81,38.3,36.62,34.73,45.1,39.98,44.33,39.98
2023-06-12T00:02:44Z,-51,3750390,16552,51.0,75.0,1014.06,0.01,1966.57,1692.83,1525.48,1386.06,275.43,225.27,0.0,0.0,0.0,0.0,0.0,0.0,30.48,27.54,25.74,23.62,43.78,38.33,37.87,34.48,46.78,39.79,45.61,39.79
2023-06-12T00:04:44Z,-50,3750510,16552,51.0,74.0,1014.06,0.01,1933.58,1651.94,1495.18,1340.67,266.31,222.44,0.0,0.0,0.0,0.0,0.0,0.0,30.13,27.15,25.8,23.4,43.64,37.38,37.91,34.12,46.6,39.38,45.6,39.38
2023-06-12T00:06:44Z,-50,3750630,16552,51.0,74.0,1014.12,0.01,1965.43,1683.13,1516.3,1380.96,277.67,235.0,0.0,0.0,0.0,0.0,0.0,0.0,30.83,27.39,25.98,23.67,44.52,39.02,38.33,34.78,46.72,41.2,45.72,41.2
2023-06-12T00:08:44Z,-51,3750750,16440,51.0,74.0,1014.03,0.01,1951.72,1683.07,1504.64,1379.77,263.72,233.77,0.0,0.0,0.0,0.0,0.0,0.0,29.85,27.84,25.51,23.84,42.57,39.66,37.3,35.3,45.02,40.93,44.49,40.93
2023-06-12T00:10:44Z,-52,3750870,16552,52.0,74.0,1014.04,0.01,1963.0,1688.02,1519.46,1369.2,276.65,231.52,0.0,0.0,0.0,0.0,0.0,0.0,30.78,26.39,26.11,23.02,45.09,39.2,38.61,35.09,47.83,41.2,46.43,41.2
2023-06-12T00:12:44Z,-52,3750991,16552,51.0,74.0,1013.99,0.01,1951.53,1708.0,1521.44,1402.79,264.56,237.87,0.0,0.0,0.0,0.0,0.0,0.0,29.42,27.45,25.36,23.72,44.36,39.51,38.31,35.11,45.8,40.87,45.07,40.87
2023-06-12T00:14:44Z,-53,3751110,16552,51.0,74.0,1014.02,0.01,1950.57,1701.12,1513.65,1403.42,271.41,224.67,0.0,0.02,0.0,0.0,0.0,0.0,29.07,27.85,25.07,23.98,44.02,39.9,38.17,35.5,46.7,42.79,45.59,42.69
2023-06-12T00:16:44Z,-50,3751230,16552,51.0,74.0,1013.98,0.01,2011.13,1732.76,1558.94,1413.58,276.94,239.67,0.0,0.16,0.0,0.0,0.0,0.0,30.17,27.44,25.4,23.56,46.09,40.11,38.96,35.38,48.23,42.47,46.51,42.33
2023-06-12T00:18:44Z,-51,3751350,16440,52.0,74.0,1013.96,0.01,1998.72,1716.02,1544.89,1397.69,286.0,224.09,0.0,0.0,0.0,0.0,0.0,0.0,30.51,28.2,25.51,24.2,44.47,38.98,38.02,34.87,45.94,41.6,44.96,41.6
