"date","RSSI","Uptime (seconds)","Mem","Humidity (%)","Temperature (F)","Pressure","ADC0 (v)","0.3um A (particles/dL)","0.3um B (particles/dL)","0.5um A (particles/dL)","0.5um B (particles/dL)","1.0um A (particles/dL)","1.0um B (particles/dL)","2.5um A (particles/dL)","2.5um B (particles/dL)","5.0um A (particles/dL)","5.0um B (particles/dL)","10.0um A (particles/dL)","10.0um B (particles/dL)","PM1.0 A (CF=1) (ug/m3)","PM1.0 B (CF=1) (ug/m3)","PM1.0 A (CF=ATM) (ug/m3)","PM1.0 B (CF=ATM) (ug/m3)","PM2.5 A (CF=1) (ug/m3)","PM2.5 B (CF=1) (ug/m3)","PM2.5 A (CF=ATM) (ug/m3)","PM2.5 B (CF=ATM) (ug/m3)","PM10.0 A (CF=1) (ug/m3)","PM10.0 B (CF=1) (ug/m3)","PM10.0 A (CF=ATM) (ug/m3)","PM10.0 B (CF=ATM) (ug/m3)"
2023-08-18T00:01:07Z,-87,46330,16024,53.0,66.0,1019.26,0.02,76.74,96.21,50.68,57.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:03:04Z,-88,46448,15856,53.0,66.0,1019.19,0.02,76.57,99.87,45.15,66.39,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:05:04Z,-88,46568,16360,53.0,62.0,1016.17,0.02,80.62,105.02,53.4,64.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0
2023-08-18T00:07:05Z,-88,46688,15856,53.0,66.0,1019.03,0.02,66.09,104.09,39.39,65.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:09:04Z,-89,46808,16360,53.0,66.0,1019.06,0.02,75.17,103.37,40.33,67.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:11:04Z,-86,46928,16360,53.0,66.0,1019.07,0.02,77.14,99.6,46.65,71.36,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:13:04Z,-87,47048,16360,53.0,66.0,1019.17,0.02,78.66,102.5,47.19,68.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:15:04Z,-89,47168,15856,53.0,66.0,1019.11,0.02,83.46,102.11,55.42,75.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09
2023-08-18T00:17:09Z,-86,47292,16024,53.0,66.0,1019.06,0.02,76.25,98.39,52.49,67.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:19:09Z,-87,47412,15856,53.0,66.0,1019.03,0.02,72.84,111.79,44.02,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02
2023-08-18T00:21:09Z,-88,47532,16360,53.0,66.0,1019.02,0.02,83.67,118.23,53.09,75.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04
2023-08-18T00:23:09Z,-87,47652,16360,53.0,66.0,1019.0,0.02,76.72,117.02,53.54,70.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02
2023-08-18T00:25:09Z,-88,47772,16360,53.0,66.0,1018.99,0.02,135.77,181.15,84.96,105.28,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.25,0.38,0.25,0.38
2023-08-18T00:27:09Z,-88,47892,16360,53.0,66.0,1018.93,0.02,125.24,182.98,82.93,112.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28
2023-08-18T00:29:09Z,-86,48012,15856,53.0,66.0,1018.89,0.02,107.0,180.49,74.35,93.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:31:11Z,-85,48134,16024,53.0,48.0,1003.32,0.02,105.44,158.91,75.78,85.53,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.16,0.0,0.16
2023-08-18T00:33:09Z,-84,48252,16360,53.0,66.0,1018.91,0.02,100.0,132.93,68.58,83.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:35:09Z,-86,48372,15856,53.0,66.0,1018.88,0.02,148.82,191.34,95.5,129.34,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04
2023-08-18T00:37:09Z,-86,48492,15856,53.0,66.0,1018.78,0.02,167.45,209.61,91.98,137.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.22,0.0,0.22
2023-08-18T00:39:09Z,-87,48612,16360,53.0,66.0,1018.79,0.02,90.09,118.07,65.76,74.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04
2023-08-18T00:41:09Z,-87,48733,16360,53.0,66.0,1018.78,0.02,95.44,108.82,68.73,76.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:43:09Z,-88,48852,16360,54.0,66.0,1018.76,0.02,81.68,95.67,55.15,63.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.22,0.0,0.22
2023-08-18T00:45:09Z,-89,48972,16360,53.0,66.0,1018.76,0.02,67.98,92.5,45.74,56.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:47:09Z,-86,49092,16360,53.0,66.0,1018.72,0.02,73.04,119.04,42.24,71.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11
2023-08-18T00:49:09Z,-86,49212,15856,54.0,66.0,1018.71,0.02,88.87,136.0,61.52,78.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:51:09Z,-87,49332,15856,54.0,66.0,1018.66,0.02,75.35,123.63,54.09,70.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18T00:53:09Z,-86,49452,15856,54.0,66.0,1018.65,0.02,90.84,136.68,61.18,72.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.17,0.0,0.17
